,gene_claudin-low,score_claudin-low,gene_LumA,score_LumA,gene_LumB,score_LumB,gene_Her2,score_Her2,gene_Normal,score_Normal,gene_Basal,Basal
4063,MAP1LC3A,0.4912984201574304,EXOSC1,1.361181745619291,ARPC2,0.2890134590583606,OR11H12,0.5503050420717069,MEGF9,0.9687185018480245,ZNF558,0.11356789041226682
4064,CASZ1,0.4912765255055039,CBARA1,1.3611762930235574,CCR2,0.2890008000248008,DPP4,0.5502755439755888,FEZ1,0.9686874808692318,CNTNAP5,0.1135670022171125
4065,YIPF3,0.4911790712690677,CCDC28B,1.361023189835588,CPE,0.28899515048289276,SIGLECP3,0.5502744897300845,AW298162,0.9686526089641059,WHAMMP3,0.11356680768114119
4066,TRIP4,0.4911053065100004,AI349750,1.360989279643689,DAXX,0.2889897470828724,EID1,0.5502466819669504,WDR45,0.9685997669056632,CYB561,0.113559702771477
4067,DB322220,0.49100288363401434,RNASEK,1.3608837760430876,DCUN1D2,0.28898962939321965,BE046927,0.5502024440163318,UBE2W,0.9685818973616694,GLOD5,0.11355308837337715
4068,ZNF302,0.49098390323433244,MEF2C,1.3608625403466366,HMG20A,0.2889857111329264,ARNTL2,0.5501829169166511,VPS13A,0.9685552689531141,ING4,0.11355020021043058
4069,NUDT6,0.49096523336853626,C5orf51,1.3608527576935352,C16orf5,0.2889828685891963,PLEKHB2,0.5501625861989985,EPC1,0.9685373676425982,RBM28,0.11354837595949066
4070,CELF1,0.4909605082828511,IFI16,1.360851507662703,ACP2,0.2889666150696309,SELM,0.5501054577679535,ASF1B,0.9684696980132645,AF130090,0.11354537449535224
4071,SERP2,0.4909434895640787,ENDOG,1.3608413614789656,KIAA0232,0.28896148606723054,FBLIM1,0.5499847675879637,SUPT3H,0.9684601977219832,C5orf54,0.11354477715316312
4072,RNF216,0.490934176974828,MCTP1,1.3607433310115877,RAF1,0.28894859281794905,MOS,0.5498948347099003,C7orf41,0.9683903261064364,AI973017,0.11354247399033239
4073,PLXNB1,0.49092750523487405,FAM46B,1.3607422186487388,ATP6V1G1,0.2889424240581174,NPRL2,0.5498647565550816,ARFGAP1,0.9683709953361275,LRRC15,0.1135422795901167
4074,PRDM6,0.4909163296747159,TBC1D23,1.3607040705829119,TM4SF1,0.2889192641027168,C19orf60,0.5498496281842362,AKAP8,0.9683534575445134,AI393858,0.11353830936170303
4075,TAC4,0.49080516340498803,PAK1IP1,1.3606960473090621,PLLP,0.2889162732285366,MARS,0.5498177720669539,DERA,0.9683365701325103,PDE9A,0.11353283323677134
4076,HVCN1,0.4907955043885233,FUT8,1.3604989152145777,FAN1,0.2888931314103329,WDSUB1,0.5498020276062304,SRXN1,0.9683056380925067,HMCN1,0.11352939131413693
4077,MS4A6E,0.49079153626354444,ACTN4,1.3604563329247314,EPB49,0.2888812981694648,WNT3,0.5497927636512061,MMP9,0.9682702035924063,SKINTL,0.11352510491842882
4078,HOXB2,0.4907627338139554,ADIPOR2,1.3603094650064274,MYO5B,0.2888477507655701,PXMP4,0.5497256053840588,PCM1,0.9682687508758028,C6orf221,0.11351915808744246
4079,CHPF2,0.4907368671705136,RREB1,1.3602816347858782,AI828382,0.2888341462170017,BM684503,0.5496328024818478,SUMF2,0.968217026955985,CEBPB,0.11351789901210667
4080,TAF1B,0.49073615628622,ATP6AP1,1.3602746081433224,LEO1,0.2888279656319791,SRSF3,0.5495720601231285,SEC61B,0.9681916888262612,FADS3,0.1135164100487392
4081,MAN1A2,0.4906818950019072,TMCO3,1.3602519181356918,S1PR4,0.2888277484368967,RABEP1,0.5495341927475278,MAPK9,0.9681475540222433,OXCT1,0.11351484331875757
4082,EIF3K,0.49065692524534255,TPR,1.3602302739569778,NDUFA8,0.28881089498326123,MDN1,0.54952776445078,RNF220,0.9681172817705372,RAB35,0.1135070386258282
4083,GPR137B,0.49064634282197933,C19orf52,1.3602295393809791,NGEF,0.28880304232846926,GLYR1,0.5495254564277927,ADH5,0.9680875929489603,DDX24,0.11350320182592584
4084,CCDC102A,0.4906415314664647,MAGI2-AS3,1.3601203000073445,SLC2A9,0.2888003772810044,EXOC6B,0.5494562422189503,TCFL5,0.9680855200427149,C6orf203,0.11350156292741467
4085,ACP2,0.49063374174307844,ITGA6,1.3600790239060008,GFOD1,0.28879779894067714,NAP1L5,0.5494179266896055,SEPT2,0.9680800283721986,BAD,0.11350104302248898
4086,GPR83,0.4906036320935436,RAB4A,1.3600650921154314,KRT15,0.288797285423022,TMEM69,0.5493971960121307,ACTG1,0.9679258608626677,NTN5,0.11349907441678447
4087,SV2B,0.4905909884263485,ROR1,1.3600505594584127,PRADC1,0.2887940762208617,HDGFL3,0.5493787538401789,RPL3,0.9679234083346104,BE326664,0.11349729087647041
4088,ENPP6,0.49056012242022706,RPRD1A,1.3599362335287504,CR603183,0.2887905595156957,ADRA2B,0.5493527612963279,AW962683,0.9679071828143757,AGBL5,0.11349327361212762
4089,NIPAL4,0.49053980534200253,ANK2,1.35989329605492,FAHD1,0.2887823852580519,AA704293,0.5493514145610089,ITPR1,0.9678962317473258,RBFOX2,0.11348922963243767
4090,TRMT112,0.49053852000838727,CDC42BPA,1.3598337294822598,KIAA1324,0.2887704224141167,C1orf123,0.5493015515720958,DUS2L,0.9678313571116269,CTRC,0.11348840089384708
4091,CD48,0.49053283367495165,DCUN1D1,1.359772895474388,FANCI,0.2887688692025414,STX16,0.5492997832315704,LGSN,0.9678148005474909,BX493900,0.11348702403017677
4092,GJA1,0.49051696910196063,CLUL1,1.359698405983822,MYL12A,0.28876505588366846,KIAA1310,0.549236145484418,CCDC148,0.9677983219766464,ZNHIT6,0.11348677720254093
4093,USP38,0.4904303852309153,AK124143,1.3596802688263703,ALDH5A1,0.28875580469764944,PTTG3,0.5492174871878837,ASXL1,0.967781173158402,PSMB7,0.11348547581258141
4094,C10orf12,0.490416615582549,FCGBP,1.3596545417713322,PRMT7,0.2887460997368756,SYTL2,0.5491459606711829,RPL41,0.9676472000660269,AW590486,0.11348257983432646
4095,C8orf58,0.4904115818433624,NEDD4L,1.3596232459243116,AKAP13,0.28874167056929756,UBIAD1,0.5491336436476643,TRO,0.9676347746436776,ASB8,0.11348212023075957
4096,BCKDK,0.49039644889323886,MIS18BP1,1.35958147705058,MGST2,0.2887328227496249,EDF1,0.5490917820697835,CREB3L4,0.9675869604133622,C7orf62,0.11347865022355133
4097,DNASE2B,0.4903878453889384,STRA13,1.3595544009802714,TMEM184A,0.2887311578003245,C5orf35,0.549027754516767,REEP4,0.9675516183582569,EXOSC8,0.11347773146246813
4098,HMGCS1,0.4903598241058161,KIAA1107,1.359514934328507,GPX7,0.28872964772479986,DA175295,0.548993741649669,EBP,0.9675227100752981,SLC15A3,0.11347314589643849
4099,TMEM48,0.4903584150386579,PLA2G15,1.3594760557932075,DCAF12,0.2887296167233945,BE440020,0.5489754835218749,ARID2,0.9675137942231761,PLB1,0.11347037715506374
4100,NDRG4,0.4903487903958324,FKBP4,1.3594091922753502,SEMA6D,0.288725168050897,PECR,0.5489678491759523,NUDT11,0.9674264179514032,PIGN,0.1134686497867048
4101,TNFRSF12A,0.4903398251186912,C3orf58,1.3592684046292807,DNASE1L3,0.2887230000119832,CCDC57_1,0.5489098088116444,MTFP1,0.9673512926644454,DVL3,0.11346294677612029
4102,SREK1IP1,0.49033702134916335,ESM1,1.3591075485014434,DYNLL2,0.2887014466952245,AA860152,0.5488958800006501,ACOT13,0.9673381762778848,TRAF1,0.11346024168568743
4103,CLCNKA,0.49030639000568665,AA744242,1.3590984764292915,PLAUR,0.28868810401114603,CAPZA2,0.5488022402221256,TNFSF9,0.9673102378874794,AI821327,0.11345782733113917
4104,NDUFC1,0.49027785058808143,MRAP,1.3590775774179722,CD3D,0.2886798024335244,EYS,0.5487466090287295,ABHD5,0.9672687727199584,SREBF2,0.11345485321177655
4105,BCAS1,0.4902453518787474,SUMF2,1.3590357733840615,USP53,0.28867378922452286,CCND3,0.5487107638805672,ANKAR,0.9672031008149189,KHK,0.11344642256973309
4106,ALCAM,0.4902119980829989,C6orf81,1.358981626998006,PSMA8,0.28866864621446947,TMEM59L,0.5486797108663155,BAK1,0.9670702347714677,FLJ45482,0.11344027455176604
4107,PHACTR3,0.490200144908341,YAP1,1.3589696946466856,TTC9C,0.2886648038534207,GSDMD,0.5486786205747982,SAR1B,0.9670498068069487,EXO1,0.11343875893675394
4108,ALPK2,0.4901370002430305,TRAP1,1.358919835098428,SRL,0.28866290501209463,TRIM37,0.5486711731313515,PRKACA,0.9669698337430437,C7orf26,0.11343683414308976
4109,RARRES2,0.4900931466498395,PSMB2,1.3589165795928988,STEAP4,0.2886599440998642,C5orf30,0.5485887856899029,SFPQ,0.9669091400877277,CSF2,0.11343552724737323
4110,MARCO,0.4899651601997026,C17orf59,1.3589146981054496,BCKDHA,0.2886571121523994,TESK2,0.5485818941639968,PCBD1,0.9669066802268824,NGEF,0.11343377821356042
4111,ABHD8,0.48991086218362934,SLC7A10,1.358889481851211,CD276,0.2886566804499232,LINC00477,0.5484190956747321,TCEAL4,0.9667450794018253,HLA-DMA,0.11343173082133207
4112,RMND5B,0.48989011293639123,FAM110A,1.3588846930935174,OBFC1,0.2886554099761794,POC1A,0.5483391996830023,FAM125B,0.9666530885082902,EXOC6B,0.11342683343590895
4113,LINC00632,0.4898498853075161,OCLN,1.3588536852904434,GZMK,0.2886496693422218,RIN3,0.5482966489809056,LAMA1,0.9666431299095898,REC8,0.11341038899125488
4114,RNF112,0.4898366306315806,ATP8B2,1.3587703926568266,ROD1,0.2886464627608764,MATR3,0.5482268169295808,DRAM1,0.9665728941872387,HJURP,0.1134019150285818
4115,C7orf16,0.4898010508118202,C6orf154,1.3587292964599444,TMSB15B,0.2886412603339122,CPT2,0.5482234603723618,SLC35B4,0.9665391143761483,SLC2A4RG,0.11340159613097764
4116,ATG16L2,0.4897646222003388,TXNDC15,1.3587246282138332,TSPAN31,0.2886359053647237,VAC14,0.5482196171797257,SLC39A1,0.9665195872382101,C9orf116,0.11340039274437691
4117,NDE1,0.489720306505979,RPS6,1.3586876656234088,DNAJC27,0.2886268351633546,SDC2,0.5482194124180442,CDH6,0.9665149189915552,MRPL10,0.11339898780693652
4118,SFMBT2,0.48966935650917653,ZSWIM5,1.3586060110435645,METTL18,0.28861023786478496,CCDC41,0.5482121664635268,PSMA5,0.9664876375024791,PPIB,0.11339494170234168
4119,TRIM36,0.4896017138549954,CD1C,1.3585969816647567,GGT5,0.28860488988006006,LINC02363,0.5481104144989123,ATP11B,0.9663925541681901,LOC93463,0.1133933472767398
4120,AKAP8L,0.4895225989023469,DNAJC24,1.3585679710556056,CCDC65,0.28859876506595356,MKI67,0.5480511005452743,DNAJA1,0.9662901689167157,HCLS1,0.11338866734051356
4121,NCOA7,0.48946303105101197,AHSA1,1.3585572082152808,AK124463,0.28859479584607167,NKD2,0.5480471111612085,TEX13A,0.9662533536418693,SPDYE8P,0.11338777938991577
4122,P2RX5_1,0.489454756501594,CBX7,1.3585382295349584,POLR3C,0.2885910860346541,CENPM,0.5480422747149952,TNFRSF10B,0.9661902056862721,PDCL,0.11338522124755346
4123,ASAP3,0.4894513421895551,BX093206,1.3585263601904056,HSD17B1,0.2885794444293108,EHF,0.5479758370332033,CACYBP,0.9661393201769952,TTC15,0.11337822180058489
4124,C10orf46,0.4894454591604409,GRIA2,1.3583317502172219,TOMM40L,0.28856863743299305,FNBP1L,0.5479442603137731,FARS2,0.9660642367542801,DHX16,0.11337685553085733
4125,C7orf28B,0.4894374892505359,RBPMS2,1.3581532438182036,FHOD1,0.2885618632978041,CD248,0.5479349506742599,LCN12,0.9660206079645659,F3,0.11337657426717637
4126,GATA3,0.48941102125694746,TXNDC16,1.358122122543652,TERF1,0.2885503291453384,ZNF41,0.5479185359164515,BCORL1,0.9660045952158902,FZD5,0.11337218874432349
4127,MECR,0.48940747450561517,HOMER3,1.3581079693783813,ANKRD30B,0.288546900723645,PFKM,0.5479145402325275,C16orf75,0.9659211090931042,OPRK1,0.11336981663599952
4128,B2M,0.4894001370531603,SLC41A2,1.3580851970014574,CKAP5,0.28853962330988386,ZNF43,0.5479094797180751,KIF15,0.9658843639122684,PRDX5,0.11336776215541797
4129,CRAMP1L,0.4893923514019594,CDK5RAP3,1.357953407863609,UTP14A,0.28853892556240324,BM850770,0.5478873653482388,COL27A1,0.9657903678133357,NIPAL3,0.11336356506412208
4130,C17orf81,0.4893770051013291,UCHL3,1.3578131636326167,HIST1H4J,0.2885352990767337,SERPINA9,0.5478467265641287,PFDN2,0.9657770685248455,RNF115,0.11336322773680182
4131,LOC283788,0.4893769327042151,DNAJB5,1.3578057703483266,FCGR2A,0.2885192387868694,TUBB3,0.5478442804853374,SLC25A10,0.9655491977415451,TUBGCP6,0.11335806539977986
4132,CPSF3,0.48936675535077256,KIAA0090,1.357782963577839,FURIN,0.2885177970371704,AB072895,0.5478123165729852,DMKN,0.9655121013260254,TAF4B,0.1133509701347467
4133,DMWD,0.4893607965635882,FAHD2B,1.3577522615268218,MORN2,0.2885099982164279,ALDH5A1,0.5477584014882686,PI4KAP2,0.9655096261266009,NPM3,0.11334819977670639
4134,PPP1CB,0.4893579238025789,AL080095,1.3577332221462217,YIPF1,0.28850986585000166,IRF6,0.5477285056359369,BBS4,0.9654777903176988,ADHFE1,0.11334486061042175
4135,ZMYM4,0.4893348471155871,GPS2,1.3576726889752713,C8orf37,0.28850651675081596,TOMM34,0.5477071297112471,DEFB129,0.9654469992784777,RPL13A_3,0.11333208242388712
4136,MPP1,0.48932642768709156,FAM96A,1.357635599003282,CREB5_1,0.288503833641875,CIB3,0.5476868988524216,EPB41,0.9654204823228838,MMP3,0.11332949897019798
4137,RGS11,0.4893227836775606,MAPK8IP2,1.357601983844049,PPM1J,0.2885016592754568,RSL24D1,0.547669242226877,TRIP13,0.9652856821528124,ARHGEF1,0.11332895011820068
4138,MYC,0.48930989645912926,PLCB4,1.3575743974483174,LIMS2,0.2884748337336941,MICA,0.5476523789862664,PPIE,0.9652390374890799,MBP,0.11332778596163699
4139,PJA1,0.48927322068352364,SLA2,1.3575262954480658,ERAP1,0.28847261864371554,CAPRIN1,0.5476035745271911,ELK1,0.9651893959777499,SALF,0.11332545108212645
4140,TMX2,0.48925378072910036,C17orf58,1.3574986461102088,BEX5,0.28846173373775913,SBDS_1,0.5475969067556897,ITLN1,0.9651688685493829,RPF1,0.11332539073699538
4141,VAMP2,0.4891912273746987,NDUFAF1,1.357472824436142,ZNF101,0.2884596442490159,MGC70863,0.5475627900787701,PTTG3,0.9651163697197277,PVRL1,0.11331807589139896
4142,METTL11A,0.48915515982060964,SMC4,1.3574706049406962,TSGA14,0.2884566970804367,CACNA2D2,0.5475209689579233,DAZAP1,0.96511548262704,XRCC1,0.11331791109667298
4143,LINC02731,0.48912997217402526,CB242622,1.3574690130794744,ZIC2,0.2884559623753227,RHBDF1,0.5474671379163721,ZNF384,0.9650586766253881,QPCTL,0.11331322836815064
4144,FKBP4,0.48910183843310073,RPL11,1.3574487091094134,MCFD2,0.28845028643792703,ENOX1,0.5474342812576023,LRRC66,0.9650269009998379,PRKAR1A,0.11331215614312976
4145,AK057885,0.4891017428629702,TBCA,1.3574472173809318,DVL1,0.28844966412304857,CSMD2,0.5473782711345997,ZNF12,0.9649764521472771,RHOC,0.11331196089204541
4146,NSUN6,0.48906791186062465,ANKRD22,1.3574437909828194,FKBP15,0.28844756826746093,AW589737,0.5473051169488549,TRIM69,0.9649450787823789,TFEC,0.11330613508988688
4147,ADCY9,0.4890480804893571,AW664700,1.3574335524281618,KIAA1324L,0.28842913156145794,NFATC1,0.5473009780125871,EYA2,0.9649374830861589,PPM1A,0.11330548144836584
4148,SEMA6D,0.489037726225793,ZNF302,1.3574245487588816,LLPH,0.28842338914274895,CD46,0.5472774979377083,AI948772,0.9649347103161616,DGKH,0.11330455360275862
4149,BCKDHB,0.4890007325116676,KDM5B,1.3574050240133,BDKRB1,0.2884148981982793,GALT,0.547271721827438,TIGA1,0.9648885454375244,CAND2,0.11330394689589582
4150,DUSP3,0.488977822036162,HAUS1,1.357374038323858,H2AFV,0.2884129695448441,SLC16A4,0.5472715933646306,SMCP,0.9648578000984523,BI835545,0.1133034477439352
4151,C16orf67,0.4889717161453473,C17orf71,1.357343947687266,CETP,0.2884125780408726,DNM2,0.54716532707216,VSNL1,0.9648540991441844,TRMT11,0.11330259260176664
4152,ARHGAP10,0.48895439030120286,EFCAB7,1.3573427956868427,IL28RA,0.2884076158753199,NIN,0.5471475696852255,SCARF2,0.9647628447459969,BM670609,0.11330196412174529
4153,RPL39,0.48894560020597366,IPO4,1.3573219522393745,TTYH2,0.2884061816758175,LAYN,0.547133661046108,NUP37,0.9647621246527357,ARHGAP17,0.11330172566248477
4154,DHX33,0.4889415737290971,EIF3I,1.3572906968265952,H2AFZ,0.28840324553838786,TADA1,0.5471316441325736,TKTL1,0.9647026892383123,GPCPD1,0.1132984955394616
4155,OXR1,0.48892232622845977,PTCD2,1.357247407270629,PGM2L1,0.2883978448068468,SRPK1,0.5470837803423068,GOLPH3L,0.964609815834242,ZNF365,0.11329650738557509
4156,PPP1R9B,0.48888805191730156,MIAT,1.3572436977378501,TNFRSF1B,0.2883965954611976,C6orf192,0.547028954749472,AGPAT1,0.9645754923056439,ETV3L,0.11329213002740941
4157,AKT1S1,0.48888626229464255,NUDT11,1.357093695606348,GRM4,0.28839245363829064,DB353096,0.5469374790845323,JMJD8,0.9645146142649329,ACSL1,0.11329167286321233
4158,LST1,0.48883011018944483,PACSIN2,1.357070242775498,MRGPRF,0.288392073577356,FAM160B2,0.5469305071926107,CRIM1,0.9642896301191997,MAP6D1,0.11328743860386302
4159,MAPK8IP2,0.48878188947999607,ARHGEF10_1,1.3570345929543632,MAFG,0.28839059870258055,CATSPER3,0.5469276126927284,C6orf64,0.9642852153867749,CAPN1,0.11328297173430443
4160,NOP10,0.4887664884946569,TDRD7,1.3570335860337066,DYRK1B,0.28838729510372807,PRPF4,0.5468540355189435,B3GNT8,0.9642785906168801,ST3GAL6,0.11327104446817929
4161,GEMIN7,0.48875834534251933,SNX21,1.356989058868177,RPL5_1,0.28838637883125007,OR6C3,0.5468079739691603,DERL2,0.9642644942210035,BX648650,0.11326838275509117
4162,SHISA5,0.4887502638583667,CD200R1,1.3569871324064453,HSPB2,0.2883470500074487,APCDD1,0.546779564884852,FAM50A,0.9642242536268156,FBXO17,0.11326717902809873
4163,DDAH1,0.4887266010309551,ADA,1.3569505151626198,CC2D2A,0.28834671662078376,TMEM174,0.54676856602496,C16orf88,0.964187247241522,PI4KA,0.1132596055137256
4164,EHD2,0.4887196617427343,SETD8,1.356896880994064,GRK5,0.2883187022046317,PDE6A,0.5467594726095367,PSMD1,0.9641529460060347,METTL21D,0.11325715274682581
4165,TLR5,0.4887054496909826,NLRP3,1.3568489422722665,C1QB,0.28831534556531135,RALGAPA1,0.5467054042321254,TRIM47,0.9641524428471073,PPM1J,0.11325649472517929
4166,MYO1C,0.4886980883196137,EDNRB,1.3568213881851015,FIGN,0.28831281352359545,SLIT2,0.5467049568336405,SORBS3,0.9641067316409005,ITGAD,0.11325546574711967
4167,SCN2A,0.48865395893873453,ABR,1.3567880820090006,ITGB6,0.28830963907799,HIST1H3D,0.5466903970356892,CEP164,0.9640828978310492,STYK1,0.11325027605972823
4168,GTF3C3,0.4886341910122679,MYCBP,1.3567771547328265,DHX58,0.2882688232110807,KIF3C,0.5466478475650404,TOX2,0.9639907098251321,CHST15,0.1132497821276331
4169,BLOC1S2,0.4886261126591175,YARS,1.3567580232727277,MTMR14,0.28826686556344855,ARHGEF16,0.5465996265074934,ZXDB,0.9639889778626755,FNIP2,0.11324895961059636
4170,RTP4,0.48855956903969355,UBE2I,1.356747487957609,AK130049,0.288257877026728,LINC00273,0.5465962606622289,SCYL1,0.9639567698965466,DA494348,0.11324583484889372
4171,SEMA3F,0.4885428259994786,SCG3,1.3567251324051761,NDUFA3,0.28825128369308706,YBX3,0.5465221205230673,CD359467,0.9639545887521915,NDUFV3,0.11324538973154717
4172,ARHGAP32,0.4884967786820032,FRMD6,1.3565089938758108,NFS1,0.2882438075879133,GCOM1_1,0.5464291671644932,PRSS53,0.9639413014278265,STRN,0.1132438324559189
4173,C1orf109,0.4884966832657414,P2RY6,1.3564527830556599,FBXO6,0.28823137386752506,CHPT1,0.5463395463561093,ABTB1,0.9639260999768423,GCC1,0.11323508772202681
4174,ARIH1,0.48847265237999343,KCTD11,1.356322886717824,SEMA3E,0.28822845969194105,POLR2J4,0.5463379386235843,LINC02900,0.9639227050906697,BF513180,0.11323482043758533
4175,SRSF2,0.4884471158167856,BATF2,1.3562690065050125,SLC22A5,0.28822598430457813,BI826078,0.5463305021803733,CEP68,0.9638427570044042,CCDC42B,0.11323067110987163
4176,NFRKB,0.48841118736275246,LIAS,1.356149556251475,SH3KBP1,0.2882258238864259,ACP2,0.5463231340378686,C6orf57,0.963822409168601,MSH6,0.11322560519089994
4177,RRN3,0.48840797531130875,FLNB,1.3561247068541564,TCHP,0.2882206779992832,DDX59,0.5462978842705704,ANKK1,0.9637899099500401,C7orf46,0.11322387967506553
4178,ACN9,0.4883905911619539,FAM126B,1.3560850712470272,GLUD1,0.2882165509395124,BF431970,0.5462723667602036,OLFML3,0.9637707760582068,ADAM28,0.11322084297150964
4179,NARG2,0.4883899045430683,MIF4GD,1.3560788421751522,PCDH7,0.28821354580216785,DCBLD1,0.5462539213814812,C7orf64,0.9637701057819843,OBFC2B,0.11321799692744557
4180,CA414792,0.4883859867714544,TWSG1,1.3560688402961212,BG403648,0.28821341882956214,PODNL1,0.5462019608871037,C9orf23,0.9637491972989035,TEX264,0.11321169597271781
4181,TMEM126B,0.48835072766674487,GPD1L,1.3559117006921948,TREM1,0.28821230662585273,AW301110,0.5461462605223583,ACTR1A,0.963744917942005,ICA1,0.1132081767724182
4182,LRR1,0.48833904141441553,PCK2,1.3559003729856955,AJ227862,0.28820117888332103,STAB1,0.5461039979920576,ATAD3A,0.9636808992011308,AK125594,0.11320758976507671
4183,DA834832,0.48832260399246236,THOC4,1.3558047805339108,TUSC5,0.28819194852119034,TRERF1,0.5460891854428993,ASB3,0.9636497760754367,LRIG1,0.11320184087184344
4184,HAND2-AS1,0.4883204203269115,PALM,1.3556877091708757,NFE2L2,0.28818577019552183,LAMA1,0.5460640065611707,KRT15,0.9636219901833478,IFIT3,0.11319961843381317
4185,MERTK,0.48827122320934896,ATP6V0B,1.3556138384870808,DDX51,0.2881827364166402,CYP19A1,0.5460617830299039,GXYLT2,0.9636109332861448,ARHGAP12,0.1131969029441108
4186,NR1H2,0.48823968854726835,KLHL5,1.35550682093641,WDR86,0.2881655529289518,WDR1,0.5460077598972244,KIAA1539,0.963541470329047,TNFRSF13B,0.11319619537320215
4187,ANXA3,0.4882354623104852,TP53BP2,1.3554984270855652,CLCN3,0.2881613115996447,PSMC4,0.5459991507893148,ZNF740,0.9635343337026808,TLN2,0.11319464640179773
4188,CTTNBP2NL,0.488227760333465,C7orf55,1.3554850956404416,PLEK2,0.28813691024465055,SEC14L2,0.5459696113023155,MAPK1,0.9635206737080751,TCL1A,0.11318991381854057
4189,DNAH1,0.4881424805311869,CLPTM1L,1.3554662178324297,SLC1A5,0.28813479666002056,ITGAV,0.5459632819094157,CK299576,0.96345436029552,MCMBP,0.11318971387800279
4190,IFNAR2,0.48811379920643794,PREX1,1.3554525622829154,FGF14,0.28812984459372193,NOSTRIN,0.545959718980624,SRP19,0.9634533955612176,TTI1,0.11318965640404989
4191,MIR124-1HG,0.48809688201433515,GTF2E1,1.355450413676605,SLC1A3,0.28812362873161074,RPL35A,0.5459480613570994,SYCP2,0.963340684525889,ADORA2B,0.11318961724937524
4192,FUT11,0.4880958934107199,LRMP,1.35542146939495,SRP72,0.2881116509030187,TREM2,0.5459100687091721,PDE6C,0.963304433149691,AW972870,0.11318789997711533
4193,MST1,0.4880843149696057,RGS22,1.3554117151592058,KRT18,0.2881115507812797,C6orf168,0.545897642058217,WSB2,0.9632819266940063,LMNB2,0.11317803016258333
4194,PAFAH1B1,0.4880711011452131,TMED10,1.3554008663176704,PDCD1,0.28810910927200095,CX758427,0.5458373630548408,MXD4,0.9632602680500091,YRDC,0.11317710812431243
4195,CPEB4,0.488030796579994,LPHN1,1.3553534478718048,GRAMD4,0.2881090876488474,ANGPTL4,0.5457777887250763,MYL2,0.9632560868442404,PFKL,0.11317682410216155
4196,MRPL21,0.4880014352808032,C4orf21,1.3553045665815735,CETN2,0.28809460463077274,IL8,0.545767346596115,LMOD1,0.9632307996600651,AW273713,0.11317532252671787
4197,AI809531,0.48797183430847973,ACP6,1.3552545695922738,SAV1,0.288083118482811,KLF4,0.5457094812713621,ZSWIM4,0.9631957193946062,C6orf127,0.11317483853230972
4198,BX100093,0.48795987264397434,TRIM38,1.355254142083884,AGPAT1,0.2880735502709388,CBX2,0.5456957984959282,PCDH17,0.9631773969315435,KRIT1,0.11317297506325948
4199,ZNF675,0.48794378086566154,FREM1,1.3552502908025226,CHN1,0.28807030541536693,NUDCD3,0.5456144784450406,DYNC2H1,0.9631500162528435,ARID5B,0.11316722440798162
4200,SCARNA9,0.4879251533062952,CF890951,1.3552271371780338,TBL1X,0.2880683872084249,PIPSL,0.5456042160886564,RNH1,0.963111253431164,AI783972,0.11316582530475157
4201,RUNDC2A,0.48787054119450923,RALGPS1,1.3551311201205272,BID,0.28806707940162024,GSC,0.5455648930137894,CCDC146,0.9631097356402214,CCDC109A,0.11316526712297757
4202,MYL2,0.4877985216912501,PDS5A,1.3549185067069618,TH1L,0.28805452469756343,TYMP,0.5455496519694593,FNDC1,0.9628043805110619,ARMC5,0.11316433520497118
4203,MIA,0.48776897553648035,ACLY,1.354911859118379,SYDE2,0.2880529522234073,AW661821,0.5454557542732319,OR8G2,0.9627742253888515,FBXO30,0.11316220553471294
4204,POLR3B,0.48773847538772774,STOX1,1.3548942787395644,SIDT1,0.2880421503470257,CTF1,0.5454376451736455,LPAR2,0.9627669412136547,RXFP2,0.11316219232799556
4205,TRIL,0.48771390285252314,ATP6V1A,1.3548539148905967,MMAB,0.28803773847955766,JUP,0.5453894996306109,ZC3H3,0.9627538286243461,MSRB2,0.11316207484850271
4206,MAP4K3,0.48765833854710183,GRHL2,1.3548488317203602,RBPJ,0.28802876436716807,WLS,0.5453646638578507,AI636666,0.9627212388787733,RPL7L1,0.11316091119392038
4207,AKT1,0.4876389016492982,SMG5,1.3548073335736686,NCDN,0.2880276259354422,XYLB,0.5452200597481152,PGR,0.9626976980491757,DDHD2,0.11315554500414453
4208,CD2AP,0.48760764149444363,ANXA9,1.3548007758606102,CK906254,0.28801481293476655,AKR7A3,0.5452112535929536,STK35,0.962548753191302,CCNT2,0.11315371950647118
4209,PAIP1,0.4875952770467946,CHCHD4,1.354791990200542,ABCG1,0.28800761428423965,MREG,0.5450740742040577,BM673750,0.9625167303625822,PAOX,0.1131514065177771
4210,CMTM6,0.48759413320241113,CTSO,1.3547858836860265,NME1_1,0.288006388929397,TRIM13,0.5450698216140915,NUP50,0.9624908027164398,FAM26E,0.11315006856485295
4211,CLTA,0.4875859389519099,HDGF,1.3547834623825437,ELF5,0.2880040455326538,IGF2BP1,0.5450097849343501,WRAP53,0.9623822231055141,AK055145,0.11314957642473082
4212,ASB13,0.48750843908109454,C12orf44,1.3547833742894029,CAB39L,0.28799457120104865,CLSTN2,0.5450089677536091,NUP214,0.9623777235421705,ZNF207,0.11314949277908595
4213,IGKC,0.48750436280647846,SRSF9,1.3547542469487708,STMN4,0.2879932054112885,C9orf46,0.5449489691751231,TMEM116,0.962355746198432,KRTAP3-1,0.11314789025557502
