,gene_claudin-low,score_claudin-low,gene_LumA,score_LumA,gene_LumB,score_LumB,gene_Her2,score_Her2,gene_Normal,score_Normal,gene_Basal,Basal
0,HOXA10_1,0.9062267452567419,EMB,2.1096060885848233,HOXB7,0.5443301190338962,OR5T1,0.741727581302372,SLC41A3,1.4165852162197843,C17orf108,0.4018009983594037
1,SULT1C2P1,0.8896022656120506,L3MBTL4,2.1026941213264903,ATOX1,0.5272537644351226,TBC1D29,0.7023491823342016,SLAIN1,1.3646317072894278,AKAP10,0.4001289817705517
2,OPCML,0.875352528395989,BC002741,2.1012221025804947,CRYAB,0.5124438355908436,AI989490,0.701031614304088,KCTD20,1.3558376703064203,OR5B3,0.39900529954408565
3,PTPN9,0.8654685969756802,REG1B,2.0997170950632285,PNMT,0.512196068353097,SEZ6L,0.6918869768674231,BAG5,1.3529383518796145,SMPD5,0.39432732163120615
4,KRT34,0.8636723832802039,KNG1,2.082656999426231,ZFYVE19,0.5111502742740532,BE266556,0.6886128078938055,KATNB1,1.3360262038332742,GABRR1,0.3935658821091997
5,AI671798,0.8626167275355122,WIPI2,2.082214963292898,MRAP,0.5081040241625757,CCKBR,0.6880036304205194,FCN3,1.3322153466963471,AK095242,0.39199364597262704
6,LPA,0.8625897384385305,BQ774050,2.0819887488557427,ITFG2,0.5066151358379968,AI692196,0.6860404156902065,BCL2L1,1.3318669236092895,SEMA3B,0.3910056013996015
7,PLXNB3,0.8595610873555047,TPTEP2,2.078345303098311,APOLD1,0.5054264106901815,LAMB4,0.6815450027875951,ZNF319,1.3284314243813133,FLJ00285,0.3906263906728002
8,MYH2,0.858964263831667,LINC01119,2.0773541779022175,CA775565,0.5034205848444429,BM727559,0.6807295852898914,LIMA1,1.3261609389532774,TOMM34,0.3886938432911866
9,CYP3A7,0.8584483448080251,SPANXA2,2.074762562950034,ATP6V0A4,0.5032676459281633,BU726223,0.6805635594052922,DB027317,1.3236669971430597,THTPA,0.38557731505604537
10,GGT1_1,0.8570750626268782,SLC32A1,2.073879384014772,SERHL2,0.5027114583337078,MAGEA3,0.679775659513481,BU075540,1.3223146161386705,DB027915,0.38484950276824853
11,HOXB7,0.85647745764384,NTNG2,2.0715569110922183,SLC30A5,0.5016316579195307,BQ015057,0.6796156946183138,DEPTOR,1.3204961632854024,SYNGR3,0.38452294669668513
12,ANO4,0.8547630547865033,SFTA2,2.0702979046051144,FAM134B,0.5010155429875354,GALP,0.6794673456489069,CTBS,1.312720733072579,LINC01405,0.3842176660710236
13,SCGN,0.8535732387728886,BE148564,2.0688092444025936,FHL1,0.49931165724108995,TFCP2,0.6778411571574414,GALNT10,1.311604049261603,MS4A14,0.384169749015507
14,CEACAM5,0.8498463272627644,PCDHB2,2.0685896749853576,EFS,0.4980950787222007,OR4A16,0.6772703737571415,FAM84B,1.309379345599699,KCNS1,0.3840773019294528
15,GGTLC2,0.8480016570468433,SPATA19,2.065567954586379,SRPK2,0.4970961423443805,VN1R1,0.6761849438793123,CA11,1.3081684728212546,AIFM2,0.3840520367739744
16,BX089532,0.8458831728555903,CA432375,2.0618955873141833,TMEM132A,0.49640463681951685,OTUD6A,0.6760776155689177,CYP39A1,1.3068122056822837,POMC,0.38380636031541104
17,KIF25,0.8434040261620587,GPR17,2.060590885655403,AKR1C2,0.4960307582732346,CB958534,0.6748983140329203,IFNAR2,1.304131343168618,TIAF1,0.38379759154355064
18,NKX2-2,0.8423846057327782,TDH,2.0598596277770045,MST1R,0.4954365308557128,SYNPO,0.6746093714240536,METTL3,1.2999233639121959,AA017152,0.38377474088718516
19,CD673408,0.841951192304666,SPANXD,2.059466306970149,SOD1,0.4947082870706751,TSNARE1,0.6743075141592767,MIOS,1.2981821302129475,C7orf33,0.3835302747902169
20,WWOX,0.8403933642195553,BX097797,2.0591016021640827,TBCC,0.4934733480222479,FAM187B,0.6732072540158941,C12orf41,1.2976163814456967,NPNT,0.3833142323371889
21,BU609202,0.8397701817738752,BG189021,2.0590615185735484,SAA1,0.49320895208055526,OR5A2,0.6704130626875404,BX103476,1.2974396012168443,BX114978,0.38326651740373513
22,GPRC5D,0.838626021573426,C16orf47,2.0589916488012,C12orf75,0.4929771421710193,MPZ,0.6695391702869705,RPAP2,1.2971628674079199,AA902912,0.3823686771154436
23,C9orf50,0.8376476568220803,LECT1,2.0576250274600185,ZNF428,0.4921262442952192,DA233527,0.6691052132261853,ODC1,1.296600967721541,AA594707,0.3816028265002554
24,AW291888,0.8375106798063053,RBMXL3,2.056499019201763,FZD2,0.491686022077283,INSL4,0.6690235270060696,C6orf57,1.2959009591985995,IGFALS,0.3813132421865841
25,TBCCD1,0.8361292062270144,REG1P,2.0563306475587586,ESR1,0.4909541838752154,AW299264,0.6680920634117924,ARL9,1.2953277969923462,FATE1,0.3812398735984255
26,O3FAR1,0.835769469975563,AK094093,2.0562075610435473,USP35,0.49072234150231914,DB318898,0.6667734693774809,C16orf48,1.295239389389021,CK299582,0.3809551187130207
27,C17orf107,0.8354967648465605,PRG3,2.0551452406844533,CNTD2,0.48991670817267907,ZFATAS,0.6666686659944292,ZFP90,1.2948996607569447,MYOCD,0.3807103679967659
28,S100A6,0.8352096302217665,BG149568,2.053781093336411,RBBP8,0.4896526519104091,PSCA,0.6662553693601626,CR738400,1.2913213935868502,PIAS1,0.38069900550507985
29,FAM24A,0.8348573141019989,KIR3DS1,2.0534132473203535,PAQR3,0.4895637248679937,KRT17P5,0.6656356378781375,ZNF410,1.2899459938380604,AW137468,0.38030245878037333
30,UGT2B10,0.8347153962783512,INSL3,2.0518311772387445,CASP3,0.4894649918269039,AW448933,0.6649462449875622,EIF2C1,1.2893489530646765,MIR34BHG,0.3800558844754095
31,UMODL1,0.8338356478290527,CB053558,2.0509521141550278,C1orf106,0.48944768599375543,BX109078,0.6648369095300554,MLPH,1.2870999027064067,BM994473,0.3799388695761074
32,WFDC6,0.8336279130247961,PAPL,2.0485077694316773,PTGER4P2-CDK2AP2P2,0.48878217117671535,BG190267,0.6645934989338528,HGC6.4,1.283508318964836,NDUFV3,0.37991476569089666
33,AA905451,0.8334231455863069,IL23A_4,2.0475431384231184,LAD1,0.4886311074018575,AI039179,0.6644751397803894,BX647938,1.2830370209215938,AA689391,0.3799122837919486
34,LPAR4,0.8329385938104775,FAM170A,2.047469027209802,CDH3,0.48786894293315336,SLITRK1,0.6634327411392784,FCGBP,1.282960311614755,DCAF8L2,0.3798680954501669
35,COX7B2,0.8323268599356366,BM151212,2.0471660227735087,EYA2,0.4877309000263638,BE502455,0.6632766484918075,BF675965,1.2824508585501826,FAM90A25P,0.3798410175185405
36,CETN1,0.8319527092127348,SNORD123,2.0463561958056182,BCKDHB,0.4871793453390699,BQ448228,0.6628079283232178,ZNF362,1.282342349409662,C22orf40,0.37982196810635394
37,AL109688,0.8313166403948252,S1PR2,2.0459357702488457,MAP6D1,0.4870814063253842,MAB21L1,0.66276648230263,TRPM6,1.2822611638177712,BM699104,0.37975946141308264
38,BTBD6,0.8310093952668713,AI804439,2.0433355012349685,GPN2,0.48691027975925866,SYT15,0.6625907976325549,MAP3K5,1.2817366157789916,DHRS4L1,0.37972122578651196
39,NDP,0.8302581114841823,PURPL,2.042579622274955,ZBTB46,0.4864865670364447,SIX3,0.662036965234217,PRAMEF20,1.2816943561682004,MIR137HG,0.3796625975760072
40,DB303607,0.8295200854406605,PCDHB3,2.041461960093914,FGF11,0.48617439910490895,ANKRD58,0.6615688936452222,AKAP7,1.281409995323125,BG189021,0.3796057536400255
41,LTB4R2,0.829516903932018,LOC441617,2.040256957619643,SLC7A10,0.4860902978823404,TCP11L2,0.6610708304112406,AJ003458,1.2812146316335218,AI887987,0.3794926865453517
42,GXYLT1,0.8291990704957709,POM121L12,2.040054603659755,SAMD11,0.4859661669438799,GRXCR2,0.6605540499668835,MAPK4,1.2801783269122675,ALOXE3,0.37946364161414736
43,CYP2C8,0.8289427970546105,BM715268,2.0399055670852606,WWC1,0.4854460146501182,CV393252,0.6604454612167756,SLC25A42,1.2784956996118158,CYP4F2,0.3793910083889536
44,ARSF,0.8284748357810788,TYRP1,2.0368769215287745,DA102929,0.4851854628614638,CR745891,0.6601917015211204,ELOVL4,1.2755032910925952,OTUD1,0.3793632515341329
45,SPACA3,0.8279173027993367,GAGE1,2.0367575818438985,ASB9,0.48450806377507866,BC029602,0.6599444682106639,AI798020,1.2749390457940564,DB304345,0.37932189522557197
46,ZNF599,0.8267034605049147,BC039091,2.0367551559230477,PPM1H,0.4842373718322674,BX090362,0.6598307217143796,FAM70B,1.2741082911145016,DB036862,0.3785013399980407
47,BX110323,0.8266395301880838,BM930262,2.0364631794043757,AK055561,0.48423390088908397,CD8B,0.659188374013954,TUB,1.27324254651096,HERC2P9_1,0.3784746525316069
48,HEY1,0.8259235882189969,BX106898,2.0357323010955315,CDK7,0.4840048790165398,BU674282,0.659051929666148,TRDMT1,1.2729019708815463,C16orf73,0.3782275874594541
49,AI833139,0.8252814210835334,RPRM,2.0350107731244655,PSME1,0.48384124139313694,USHBP1,0.658364689432343,RPL28,1.2726705598210277,EEPD1,0.3780266916585948
50,PHKB,0.8245138847881063,BC037972,2.0333556344679105,PCDH1,0.48360563904794124,BU564314,0.6570527926143446,RNH1,1.2726211087116264,OR4F5,0.37802071237477664
51,AK055570,0.8243579536335645,TAS2R20,2.0331874898643316,SLURP1,0.48324121416551097,BX099291,0.6565724953258678,GPRIN3,1.2725784948210166,SNX19,0.37792952736208824
52,MAEL,0.8236842233976016,FZD9,2.032325087253316,RPS6KA5,0.48307296071298356,BF978818,0.6563709712276165,ERVV-2,1.2725350112785496,H1FOO,0.37769292099654966
53,CB987747,0.8234429028938002,PDP2,2.031595530293051,COPS7A,0.4828050547696698,GASAL1,0.6558399592762729,MYO6,1.2703621205671272,PGC,0.3776792563822615
54,LASS2,0.8227179849456482,ITGB1BP1,2.0301827116842,C14orf147,0.48265478500249,CECR3,0.6545626585872146,APCDD1L,1.270082903404527,GRAMD4,0.37763083243774154
55,FGD6,0.8222910810228072,OR5M11,2.0294870792761914,ZNF423,0.48259342545574224,BP872784,0.6542624867428506,HIVEP1,1.2700284573199274,UNC93A,0.37759402257474534
56,AA548781,0.822226535445921,BF061910,2.0293633438562395,RAB37,0.48257610161885545,AI252672,0.6540677741028533,RAB11B,1.2698144029207048,HOXA10_1,0.3773125646208218
57,BX089816,0.8219017238434771,BHLHA15,2.028515436212722,ANKRD57,0.48204607247593295,AK024380,0.6540557529556765,C5orf25,1.2695647127218102,OR5L2,0.37721735545478685
58,GGT2,0.8218794694508318,BE326771,2.02833587659155,C9orf167,0.4820050167174804,RFX7,0.653763405843506,BX647900,1.2692036551440022,RHOF,0.3770588653447363
59,TPH1,0.8218254491772419,PRAMEF8,2.028232235153051,HSD11B1,0.4817069313307942,ARNTL2,0.6530350761963962,YTHDC1,1.2685055975330999,MESDC1,0.3770013586279616
60,MAGEA12,0.8212036097143409,AK001875,2.027535375111209,MANF,0.4816196418676966,FOXL2,0.6527564555267241,DAP3,1.2682713871625766,BE466224,0.37698542875768876
61,PRL,0.8205357498073048,DBF4,2.027427083907085,GLRX5,0.4803041957222403,C10orf113,0.6526680789440604,C17orf37,1.2679685070278521,ADCK2,0.3765453406050791
62,ZNF295,0.8202162508357448,TGM4,2.027118918969959,RWDD2B,0.4799048117827691,TTLL10,0.6524102752756795,SAE1,1.2679180523087508,SYNJ2,0.3765307400613742
63,CKM,0.8200480793287565,LCNL1,2.026507384219366,GDPD3,0.4796498794410022,OR52J3,0.6522994308839277,GSDMB,1.2673690155095363,DNAH5,0.37650079698442895
64,ARX,0.8195799469248258,NEUROG3,2.0264938830389965,COL7A1,0.4791818993700518,LRIT1,0.6521322058110621,FUT4,1.2668083240143353,KIAA1324L,0.3764009975820802
65,PEX5,0.819201176242342,DA501909,2.026075900960786,EXOC3L4,0.4787590347888197,AA526513,0.6520982527620462,EPHA4,1.2659138494583442,YY1AP1,0.37638493885562524
66,GGT2_1,0.8189402172890022,CEACAM3,2.0258538743729764,PCOLCE2,0.478719253218978,AI200787,0.6520560234040771,LASS6,1.2653843739860369,C12orf43,0.3759208752777434
67,SPDYE7P,0.8188785820694977,IGKC_1,2.025547985664676,MYB,0.47865018566612977,BX115603,0.6512040912241869,EXOC6,1.2639283727819572,IRGQ,0.3758699263099971
68,CYB5B,0.8188728765531599,KIF9,2.0254704227537443,PDE8B,0.47828299277141817,KCNAB2,0.6512034549145925,ATG16L1,1.2639245686909082,DN919527,0.37567784631894724
69,BI819890,0.8186215093499085,NUDT19,2.024324152364509,CF887340,0.4780205032468825,AI809531,0.6503430896855319,CCND3,1.2636245356520066,APCDD1L,0.3756287554996961
70,GSTZ1,0.8183785013384625,CENPI,2.0234501791966633,AP2M1,0.47779702640662497,AK128161,0.650329522942829,SNX13,1.2634535772219193,AK125462,0.3754953329074278
71,GDPD1,0.8175817845127099,FAM75A4,2.0232432550124875,C6orf97,0.4772340138421912,BC031963,0.6501713576684083,GBA3,1.2632172288920631,DB019774,0.37545071628319204
72,PHF21B,0.8171192626735443,EIF3IP1,2.0230822607880654,DDX10,0.4772339227311531,LINC00032,0.6493618677318085,AI207123,1.262848692303177,LRRTM3,0.37544649419576337
73,KRT20,0.8170438000332352,KRTAP5-10,2.022507506419656,IL20RA,0.47703436381800346,DGAT2L6,0.6493198827549351,PTGER3,1.2626201438455609,BE045095,0.3753620428117084
74,CAND2,0.8169580521755174,SLC22A3,2.0220984751137197,BX109404,0.4769076264454781,BX095421,0.6491658360793768,CAMLG,1.2620466591299073,AL390159,0.37523314488737436
75,OR3A2,0.8166710107483138,CXorf24,2.02108411145322,MIFR-1,0.47686210842764076,AW014152,0.6490857909215451,PACSIN1,1.261678241357267,C21orf70,0.3751828387331104
76,OPRK1,0.8166215356950421,LOC153328,2.0201908867636753,GADD45G,0.47660547736630055,DA570923,0.6484886152339423,DICER1,1.261555417195951,NR5A1,0.37513861110940744
77,CD300686,0.8164605116552759,KCTD10,2.0196278022793295,HMGCS2,0.47652305689259733,RBBP9,0.6477146528918165,POLM,1.2610176057650047,AKR1CL1,0.3748340998971098
78,DYDC1,0.8164409638660693,DA441548,2.0194939029694075,PGR,0.4762241070744025,KLHL4,0.6475943102538514,MYST4,1.2601233838370758,SPATA22,0.37480720624426195
79,NTSR1,0.8160913636171886,CR936812,2.0193433510142,KIF7,0.47599941834724435,CNGA3,0.6475559086138009,SYNJ2,1.259866578646915,WNT7A,0.37479215437564606
80,CINP,0.8159209283579648,CD70,2.019338802690594,KLHL5,0.47584657743684095,SPZ1,0.646752141494768,UGT8,1.259538178475045,BQ184746,0.3747556987979463
81,MYL1,0.8155697135686616,C10orf140,2.0192844346956056,PKHD1,0.4757152541638065,C10orf143,0.6462948441988356,IPO9,1.258594765513526,CAPN14,0.37465967738239697
82,AI310783,0.8153926400082105,PCDHB9,2.0183369012761494,F2RL2,0.4753974839427354,LINC00968,0.64623965296638,KCNH8,1.2584636538493972,CD675629,0.3746303058253992
83,BQ771683,0.8149852030773556,CA308587,2.018304000204534,MISP3,0.4752952633197498,CN294310,0.6461747748908637,RINL,1.2576704963046288,CCL25,0.37456034142135325
84,GGT1,0.814826266001183,AI760508,2.0181903421549157,CCDC28A,0.475259976063389,DB350338,0.6461329420706216,ALAS1,1.2575071792187136,LOC646482,0.37438182107409423
85,DNAJC14,0.8146171935629858,HOXA11,2.0181213651337346,ENC1,0.47525838089533184,BRS3,0.6461228471961207,NFYC,1.2574477160443638,TRAF3IP2,0.3743763316762228
86,BIRC7,0.8143200543680436,C7orf16,2.0180579663800104,SNCAIP,0.4751485837353953,AW085267,0.6460263704952827,SNX33,1.2571660766709623,HOXC11,0.37429894384574625
87,BC004960,0.8141416204626254,ZNF846,2.016853536299005,GPATCH3,0.4750224724354848,CR742828,0.6459692590209476,SYCP2,1.2570653301245436,CECR5,0.37424086897549635
88,TNNI3,0.8141395192663462,GAPDHS,2.016835666003986,OSBPL3,0.4750059374929491,ERC1,0.6459207512464042,CCDC109A,1.2570599173413035,TTTY6B,0.3741705557700527
89,LIN28B,0.8140761796360542,C3orf77,2.0157957017945973,CYP4F11,0.4749078029768438,BC021746,0.6457237475091271,PHYHIPL,1.2569800891224991,ANXA7,0.3741379861735538
90,FGF12,0.8139096292697113,AA978118,2.015627450093048,ENTPD8,0.4747992870496948,PRX,0.645664983135995,CHST4,1.2566451199212911,GOT1,0.3741207208896357
91,ABCC12,0.8135728417363418,AA347417,2.0153979416044194,NAPRT1,0.4747724658538257,CXorf66,0.6456179254289826,SNAR-A3,1.2560846931431369,AKR1C4,0.3739169457746064
92,HDAC8,0.813392330128767,BM970328,2.0153719743591614,ZDHHC13,0.47474386047862616,PPBP,0.6455211355212453,MYOT,1.2560699273526366,VIT,0.3739007804449697
93,HSPA4L,0.8132505230110488,AFF2,2.0149250437862705,PDIA5,0.4746063086617214,PCDHB2,0.6454518401132012,KRT8,1.2543182512756534,LINC01529,0.3737715279603638
94,MAP2K7,0.8130086283048568,SCN2B,2.0147651764106773,FABP4,0.4745328675918881,TRDV2_3,0.6452690210209108,IPCEF1,1.2528230434844894,EIF2C4,0.37366324687368263
95,LOC440910,0.8124278653143576,AI200882,2.014735210213946,DMPK,0.4744141633165711,DB314725,0.6451886798133062,CLDN23,1.2528082489881105,BF513493,0.3736620969296535
96,BU752892,0.8123417121605903,BM968115,2.014631726118152,GPC3,0.4744025026196926,BF001957,0.6451115255000304,FAM13A,1.2521705681103106,OTUD3,0.3736543372228424
97,NOL3,0.8123014365318261,AI681512,2.014425994437811,ANGPTL4,0.4743798191689846,BU588663,0.6450961175388835,STARD3,1.2514999522346382,DB082590,0.37358248281865775
98,ENTPD2,0.8123013387101079,AL044863,2.0143982699223852,MXD1,0.4742211363861458,C1orf113,0.6446606370544652,CKAP4,1.2501174365398755,DNAJB8,0.3734896235146972
99,WDR55,0.812167521965521,LOC442028,2.0140388598449688,COL9A2,0.47406206746589186,ITGB1BP1,0.6446584025391064,ANGEL1,1.2499814936648317,HIST1H3A,0.37343767527161514
100,HSPB3,0.8120723262725931,BE464181,2.0137702498059205,PPP4R4,0.4740240715295352,OR6N2,0.6440883034781077,SFT2D2,1.2497828344140884,MUC13,0.37335662273360776
101,FOXR1,0.8119139544615191,LRIT2,2.0132768364036346,SERHL,0.47381087518605114,FBXO24,0.6440824012452,CR614803,1.2494348426097237,TGM6,0.3732905088024914
102,NPY,0.8110934616344032,PCDHB5,2.0130057615552968,HSPA6,0.47376459236959784,BE217788,0.6436081414856148,TM4SF1,1.2492736864185991,BM671976,0.3732078041748122
103,NOXA1,0.8109320286336565,BX097339,2.012983241653473,PGA5,0.47366978966142553,BM677534,0.6427979807479224,PCNXL3,1.2480100196011468,ANKRD13D,0.3731446655121856
104,AK125637,0.8106647835753802,BX107513,2.0128481449601177,FAM127B,0.4735380287225281,AK094576,0.6424178399919579,AFF1,1.2465684700853437,C16orf62,0.3730863729360297
105,BQ024807,0.8103595253351613,RGPD3,2.01246594384229,FGFR4,0.4734885363809631,LOC646999,0.6423746820478314,C9orf135,1.2461638684187344,BX104024,0.37283586473952596
106,RTBDN,0.8101476099100076,ALOX12,2.012203884423679,HSPB6,0.4734789787896471,BAAT,0.6423708362983312,RBPJ,1.2460595871744777,PLAG1,0.37273119493344425
107,IBSP,0.8101384675297338,CB267901,2.012158731807756,ADH1A,0.4734673182502826,PRM1,0.6423440349467964,MISP3,1.2453761565990094,LINC02731,0.37272291038069055
108,PHEX,0.8097076434324354,XRCC4,2.0120928151877635,RERG,0.47344577841210456,AI948714,0.6419973370014813,SLC38A1,1.2446708413568555,CBWD5,0.37267747140117635
109,TIRAP,0.8097021400386515,GPR3,2.0119813689935957,PSME2,0.47323490895962006,DY655543,0.6417929339767062,CTRL,1.2439615445080778,AMOT,0.37267545801662283
110,SFRP5,0.8093531599062209,TEDDM1,2.0115952991215584,SOBP,0.4731642762423388,AA507820,0.6417076459310729,CNFN,1.2439501300121567,C6,0.37236137316538326
111,GLYATL2,0.8090707311613841,PATE2,2.011430483238987,LPL,0.4729644365540279,C2orf81,0.6414867555992897,PPM1H,1.2439335635542863,CCDC86,0.3723565668426088
112,AW138247,0.808995673598383,ZNF107,2.0113781947572007,TMEM144,0.4728454532301563,BQ023909,0.6414698922961402,NUMB,1.243887471170433,TMEFF1,0.3723459609454184
113,PSORS1C2,0.8089608706084827,S100A12,2.0106518427763036,COMMD4,0.4727580442829941,OR5H2,0.6411773986917739,SLC35F3,1.243813448360038,ABCC2,0.37221900061151003
114,KCND3,0.8089558684528342,WAKMAR2,2.0102560174321478,FAM71E1,0.47266522360192836,BF510065,0.6409789403576198,CLEC4M,1.2433532501268088,AI041149,0.372171079504009
115,BX118447,0.8087034177292806,DLX2,2.0098139941189497,SEMA4C,0.4726574876101917,POU6F2,0.6408842573880043,PTPDC1,1.242891376035553,SOSTDC1,0.37198881127705863
116,REG3G,0.8086066203922038,CCDC87,2.009200328610456,C20orf30,0.4724844923171014,AK055705,0.6408685488816395,AI203701,1.242324005812361,BC039516,0.3719409352563427
117,C4orf36,0.8081530442738227,SMIM5,2.0091334068982385,SP100,0.4723074450006473,Y08699,0.6406840429803771,NIPAL3,1.2416813653515277,PRAG1,0.3717976818686328
118,CR625631,0.8078795140128914,SSX2_1,2.00907404904973,CD81,0.47227565353392853,BF508744,0.6404877641744077,IL3RA,1.2416786454359603,BM680523,0.3717761876909718
119,FCGBP,0.8074492660023417,AA668566,2.008414618868448,RAB31,0.4722671892262624,FAM123C,0.6404778673523032,BU568084,1.2415881179143322,RBM23,0.37173549268008665
120,BX248300,0.8074341155501793,HIST3H3,2.0082611729669977,GSR,0.4722261418506262,BM969898,0.6403171594632043,CA849062,1.240990894005245,GPR37,0.3716313460929377
121,SLCO1B7,0.8073181336706436,BX102688,2.0082342791402867,AQP7,0.4721782457505906,TMEM200B,0.639987528431858,C1orf61,1.239628985003283,ORAI2,0.37161488430234624
122,BQ581638,0.8073096733799131,NANOS2,2.0081904249751683,SECISBP2L,0.47214003315618613,BQ006477,0.639791451594241,KIAA0247,1.2395950344654398,AI565391,0.3715838436039572
123,C21orf59,0.8070594448596917,SLC10A2,2.0081528161999445,UBE2D4,0.47213990729405747,BQ019276,0.6395389545098893,RNF220,1.2394443914772217,DB315647,0.37155105263899924
124,THTPA,0.8067941421157151,KLRF1,2.0079221947618113,PHF7,0.47210365003201255,C11orf64,0.6394379953792281,WDR26,1.2393688606747175,NT5C3L,0.3714913552914679
125,ACRV1,0.8063297176166166,EFNA3,2.007827232064285,GPBAR1,0.47179602785296765,CD511705,0.6389381969724975,BCL3,1.239297563627486,ZNF818P,0.37148338725903046
126,WFDC2,0.8058753810665291,BX105881,2.0075422003400925,PLIN1,0.4715546616805539,AI810925,0.6386976446003175,ZNF404,1.2392890909494352,C19orf18,0.37145813793345117
127,LOC148709,0.8058515170141839,C22orf43,2.007465138670545,SPAG16,0.47147558791655475,BG195167,0.6378884101507447,HK1,1.2387162196461776,LRRC71,0.37135843673458196
128,NIPAL2,0.8058435584790935,BX109078,2.0073951887346526,RFX2,0.4712237221439122,MUC15,0.637564406159035,CD47,1.2386077305305592,UTS2R,0.37133890853301277
129,TTC29,0.8056321212745426,ATOH8,2.0073340204083467,ZNF518B,0.4709017567993358,PSMB11,0.6371765147442832,CD722363,1.2385677759027558,ZBTB37,0.37132242535344284
130,ZNF549,0.8052563223095447,GPR37L1,2.0072392930867737,GPR146,0.4708981915953277,CLCNKB,0.6368125085955839,GSTA2,1.238197776955155,HNRNPF,0.371238634424847
131,LUZP4,0.8051938672592339,SSX8,2.006940023677408,SLC22A17,0.4708612334445719,LINC00607,0.6367818415710069,THUMPD2,1.2370888042474246,ARIH1,0.3712377355431478
132,UGT2A3,0.8051257929615664,AA781928,2.006659151742542,ADRA1D,0.47066404867083206,AW070368,0.6364794457325758,OTOF,1.235850543966578,BX110323,0.3712098058007173
133,CST8,0.8051080235319168,CRYBB1,2.0065589199116065,LILRA3,0.47039453537516046,AK023763,0.6361168411709169,NRTN,1.2356699962439281,C21orf7,0.37120345169538566
134,ZNF771,0.8049494456697358,ASPN,2.006451490158439,SFRP1,0.470118674683729,AI688818,0.6360610941121188,MS4A1,1.2354506159115555,FUZ,0.37109370723473395
135,CTCFL,0.8046075771458905,DB337475,2.0062676549400402,CD44,0.47009522130843723,MASP2,0.6360188461224877,AW302137,1.2351872928621224,CNTN2,0.3710384688474839
136,SSBP3,0.8044174530106181,BP422538,2.0061314564802113,BCAS1,0.4700498723483535,GOLGA6L1,0.6358931564225836,RSC1A1,1.234297821539146,BX103838,0.37100514466265455
137,AI801879,0.8039353457933514,BM929797,2.0056961030757963,CA4,0.47004068751097944,BM684856,0.635822081785746,PSMD3,1.2339584799216976,BU852538,0.37097843891675525
138,BM923578,0.8039236902913156,AW295933,2.005486100307367,ADA,0.4699265522459487,AF086474,0.6356268981233686,TNFRSF11B,1.2338097111957866,PITPNB,0.3709513184157979
139,DUSP7,0.8038423486298483,RHAG,2.0053018012944324,HABP4,0.469847098295659,CN271561,0.6355363581742643,TECPR1,1.2337416593761938,RPL28,0.37093735965676383
140,SMIM5,0.8037217797863827,SNORD4B,2.005261649439177,SLC12A2,0.4696766194504404,TTTY2,0.6353607331418314,SP1,1.2326921973436262,BC038750,0.3708303976619351
141,GNAT3,0.8037113335055676,AA432061,2.005102168861065,ZNF185,0.46961007275677735,BC032918,0.6353450307210519,SERP2,1.2326447095916535,NTRK3,0.37072656960559486
142,AI001814,0.803662225586808,AI989490,2.0048848080137676,CDC42EP5,0.4695414934247627,ZNF749,0.635226416827167,OLIG1,1.2323643645312243,FAM27L,0.3707026569859344
143,AF086288,0.8035405062965918,GRAP2,2.004856425081292,IMP3,0.4694215107449498,CELA1,0.6351429240879891,KDM5A,1.2322356464600324,AW663447,0.3706938825206246
144,COPS3,0.8033891604679765,BX119444,2.004258033344948,BC039440,0.46937914050532653,BX646845,0.6346321238254314,FAM96B,1.2320135306088096,OSTalpha,0.3706818689018551
145,ZNF713,0.8033267293403717,AI150335,2.0042579777979883,GSDMB,0.4693338740650869,BC040325,0.6345572645370248,PQBP1,1.2319793114648974,AW243302,0.370624669799318
146,CD000292,0.8031733856675278,AW057860,2.004133289163838,CIDEA,0.4692826183127727,BM919382,0.6344525138636583,LDHA,1.231280579025799,LOXL2,0.37059291233925284
147,AA758568,0.8031556795535711,AA757323,2.0038568236028644,UBE3A,0.4690166306745182,AW274688,0.6340118429192398,VPS45,1.230758446717013,AI223955,0.3705801394222871
148,ALDH3B2,0.8031169311308768,HLA-DQB1,2.0035483019999587,C9orf95,0.468684454170846,GJB4,0.6340000565252965,BSCL2,1.23069673240055,C20orf177,0.37050889159299866
149,DA773525,0.8029240454870393,CD104817,2.003381543710099,FAM164A,0.4686809811319309,KRT74,0.6339881504240674,BM666904,1.2306569346365233,C16orf74,0.3704261123276397
150,LOC392364,0.8021643436148634,DB027866,2.0028828042413065,DGKA,0.46858654422746143,DLL4,0.6338105237802493,SEPW1,1.230518399491339,UBQLNL,0.3703897957169759
151,EFNA2,0.8020936682063787,AY156957,2.002503036300777,CSPG4P5_2,0.4685687741624448,AW594636,0.6337346305033364,GOLGA3,1.2302609990985678,HMGCL,0.37038572691739136
152,NOTO,0.8020827563199127,SNORD27,2.0018363222078426,CAPSL,0.46841595697623956,GSTA2,0.6334676440815894,SATB1,1.229886688804375,NBPF3,0.37037556824903195
153,BG403648,0.8020030663736777,AF088044,2.001741688685222,SIPA1,0.46822538142457476,BU187959,0.6333460027521257,CT47A1,1.2296696248929941,GOLT1A,0.3703040701752382
154,BI827719,0.8019446048960347,BU193864,2.001427823713639,LFNG,0.4681429101313726,AW663951,0.6333258214025558,BPI,1.228968872844624,PTPN9,0.37028075601336524
